Cavin-1 Pellet,,,Average Cell,,PC3_Exosome_CAV1_23.3,PC3_Exosome_CAV1_4.3,PC3_Exosome_CAV1_6.3,
891.1975,1045.634,1669.193,1202.008167,hsa-miR-584-5p,5918.231692,0.55434418,2.855585075,1973.88054
320.4975,2758.936,540.5482,1206.660567,hsa-miR-320b-2-3p,3260.82379,1236.187521,1201.249455,1899.420255
940.0466,1240.276,1554.076,1244.799533,hsa-let-7d-5p,2899.666005,88.6950688,101.3732702,1029.911448
926.9407,393.8103,2419.954,1246.901667,hsa-miR-31-5p,1844.431324,585.3874541,224.6393593,884.8193791
1281.99,918.8908,1571.594,1257.4916,hsa-miR-16-2-3p,1944.009808,730.6256293,650.1215355,1108.252324
754.1818,1312.701,1709.234,1258.7056,hsa-miR-378i-5p,4269.984845,1781.10785,2019.85051,2690.314402
1453.557,122.217,2269.802,1281.858667,hsa-miR-19b-2-3p,392.368952,1729.553842,791.9489275,971.2905738
1453.557,122.217,2269.802,1281.858667,hsa-miR-19b-1-3p,392.368952,1737.31466,799.0878902,976.2571674
1486.918,493.3946,1886.914,1289.075533,hsa-miR-17-5p,3767.633687,8330.129993,3939.755542,5345.839741
991.2785,785.3574,2097.127,1291.2543,hsa-miR-425-5p,750.5542453,575.4092589,583.9671479,636.6435507
1585.807,516.0273,1997.025,1366.286433,hsa-let-7a-1-3p,1022.537269,169.6293191,100.8973393,431.0213091
1585.807,516.0273,1997.025,1366.286433,hsa-let-7a-3-3p,1024.023515,169.6293191,101.3732702,431.6753681
1399.943,1758.567,1128.645,1429.051667,hsa-miR-186-5p,2175.864188,1538.859444,1351.167671,1688.630434
1799.075,1176.904,1669.193,1548.390667,hsa-miR-200a-5p,738.664277,0.55434418,1.903723383,247.0407815
1482.152,1486.974,1997.025,1655.383667,hsa-miR-192-5p,847.1602372,620.3111374,664.3994608,710.6236118
1124.72,1520.923,2427.462,1691.035,hsa-miR-93-5p,5399.531828,10561.36532,6330.832112,7430.57642
2462.708,1152.008,1884.411,1833.042333,hsa-miR-203a-3p,964.5736736,12.19557196,12.37420199,329.7144825
164.4188,5250.804,122.6244,1845.949067,hsa-miR-1246-5p,5867.699327,157.4337471,173.2388279,2066.123967
1477.386,1810.622,2307.34,1865.116,hsa-miR-98-5p,4944.740543,44.3475344,64.25066419,1684.446247
1856.264,1267.436,3288.335,2137.345,hsa-let-7e-5p,1765.660284,1202.926871,1416.846128,1461.811094
2848.734,2213.486,2592.629,2551.616333,hsa-miR-151a-5p,289.8179759,456.2252602,414.5357668,386.8596676
1036.553,407.39,6258.848,2567.597,hsa-miR-96-5p,664.3519755,587.0504866,387.4077085,546.2700569
1849.116,1398.706,4577.142,2608.321333,hsa-miR-30c-1-5p,2816.436227,3542.25931,4067.305009,3475.333515
1847.924,1398.706,4579.645,2608.758333,hsa-miR-30c-2-5p,2816.436227,3543.922343,4070.160594,3476.839721
1883.667,3035.056,3088.132,2668.951667,hsa-miR-99a-5p,1098.335816,11197.75244,6403.649531,6233.245929
2625.935,463.9719,5052.624,2714.176967,hsa-miR-340-5p,582.6084439,6505.783297,4015.904477,3701.432073
3575.513,1265.172,3538.589,2793.091333,hsa-miR-7-2-5p,2951.684616,2629.80879,3782.698363,3121.397256
3576.704,1267.436,3536.086,2793.408667,hsa-miR-7-3-5p,2953.170862,2629.254446,3778.890916,3120.438741
3583.853,1267.436,3546.096,2799.128333,hsa-miR-7-1-5p,2956.143354,2638.678297,3798.404081,3131.075244
2584.234,2457.92,3994.051,3012.068333,hsa-miR-423-3p,4610.335186,12846.92637,11138.20959,9531.823715
2801.077,986.7891,5803.386,3197.084033,hsa-miR-218-2-5p,1122.115753,25491.51712,16567.62868,14393.75385
2807.034,986.7891,5823.406,3205.743033,hsa-miR-218-1-5p,1122.115753,25525.88646,16628.07189,14425.35803
2194.633,4689.512,2845.386,3243.177,hsa-miR-25-3p,4336.865916,8712.627477,18982.02586,10677.17308
2208.931,4275.332,3355.904,3280.055667,hsa-miR-375-3p,1049.289697,17.18466958,49.49680797,371.9903915
3621.979,2294.964,4289.35,3402.097667,hsa-miR-532-5p,2434.470998,5328.356258,6369.38251,4710.736589
1124.72,6841.889,2527.563,3498.057333,hsa-miR-320a-3p,10917.96334,5627.702116,5360.885048,7302.183501
2827.288,2342.493,5463.041,3544.274,hsa-miR-26b-5p,2523.645759,2656.417311,2028.893196,2402.985422
2930.944,2892.469,5090.162,3637.858333,hsa-miR-181a-2-5p,3549.15552,2253.963436,1572.475515,2458.53149
2933.327,2892.469,5095.168,3640.321333,hsa-miR-181a-1-5p,3549.15552,2254.51778,1572.475515,2458.716272
3533.813,1557.135,7244.848,4111.932,hsa-miR-125a-5p,4516.701686,1911.378733,1800.44639,2742.84227
1116.38,9569.139,3070.614,4585.377667,hsa-miR-23a-3p,16335.33012,136.3686683,131.8328443,5534.510544
2044.512,8853.943,3858.914,4919.123,hsa-miR-378c-5p,13532.27011,4584.426369,4116.801817,7411.166099
5952.437,959.6298,8118.234,5010.100267,hsa-miR-20a-5p,9034.889618,25274.2142,10154.46053,14821.18812
2668.827,4033.161,9397.031,5366.339667,hsa-miR-182-5p,9792.875093,2789.459914,4854.018697,5812.117901
3239.527,4549.188,9101.731,5630.148667,hsa-miR-183-5p,8363.106412,2885.915801,5129.106726,5459.376313
4500.071,1765.357,10698.35,5654.592667,hsa-miR-30e-5p,4119.873996,8450.42268,5722.11656,6097.471079
5318.59,2562.03,9689.828,5856.816,hsa-miR-148b-3p,2971.005814,3286.152299,4695.057795,3650.738636
5404.374,2127.481,11666.83,6399.561667,hsa-miR-103a-1-3p,13850.32676,18070.51158,9502.435269,13807.75787
5681.98,2188.59,12670.35,6846.973333,hsa-miR-103a-2-3p,14750.99185,19240.1778,10230.13353,14740.43439
6331.315,9406.183,6108.695,7282.064333,hsa-miR-128-2-3p,5132.007542,8943.789,5951.991158,6675.929233
6514.797,9471.818,6373.965,7453.526667,hsa-miR-128-1-3p,5212.264828,9104.548813,6090.962965,6802.592202
9946.145,3754.778,9331.965,7677.629333,hsa-miR-10b-5p,1144.409443,15400.79001,25219.09959,13921.43301
5194.681,3938.103,14069.27,7734.018,hsa-miR-125b-1-5p,12582.55889,774.4188195,369.3223364,4575.433349
5219.701,3956.21,14071.77,7749.227,hsa-miR-125b-2-5p,12600.39384,779.4079171,369.7982672,4583.200008
5648.62,6946,10795.95,7796.856667,hsa-miR-191-5p,13122.0662,4642.078163,3407.188926,7057.111096
3618.405,13398.6,6599.193,7872.066,hsa-let-7b-5p,11032.40428,137.4773566,117.0789881,3762.320208
8994.184,2512.238,12252.43,7919.617333,hsa-miR-101-2-3p,3237.043854,5749.103491,5318.051272,4768.066206
3978.22,6463.921,17209.95,9217.363667,hsa-miR-222-3p,28521.06132,683.506374,1413.990543,10206.18608
5529.475,9308.862,13866.56,9568.299,hsa-miR-99b-5p,9231.074094,7594.515266,7606.80271,8144.13069
4241.528,15326.92,9479.614,9682.687333,hsa-miR-378a-3p,26635.01511,11819.72661,12739.71688,17064.81953
11000.57,3299.859,15568.29,9956.239667,hsa-miR-101-1-3p,4087.176583,7718.688363,7379.783696,6395.216214
16078.49,4578.611,11028.69,10561.93033,hsa-miR-92a-2-3p,17280.58259,32816.62111,40543.12097,30213.44156
16222.65,4610.297,11093.75,10642.23233,hsa-miR-92a-1-3p,17340.03243,32971.28314,40768.71219,30360.00925
4105.704,12561.19,17082.33,11249.74133,hsa-miR-221-3p,76101.74173,1437.414459,1861.841469,26466.99922
7919.505,9892.787,16586.82,11466.37067,hsa-miR-29a-3p,10842.16479,482.8337808,266.9972045,3863.998592
7307.105,9476.344,19542.32,12108.58967,hsa-let-7i-5p,18630.09399,268.8569273,323.6329752,6407.527964
14738.12,5348.125,19424.7,13170.315,hsa-miR-429-3p,5629.899963,7.76081852,5.71117015,1881.123984
7999.332,16707.52,18693.96,14466.93733,hsa-miR-22-3p,34653.31244,1415.240692,880.9479957,12316.50038
13858.84,9707.198,22082.4,15216.146,hsa-let-7g-5p,30732.59541,1646.402215,1516.791606,11298.59641
11904.87,21406.08,13804,15704.98333,hsa-miR-27b-3p,14813.41418,6479.72912,6485.985568,9259.709623
16406.14,6208.171,25308.17,15974.16033,hsa-miR-205-5p,6836.731739,13.30426032,13.32606368,2287.787354
9543.44,27777.21,19194.47,18838.37333,hsa-miR-24-2-3p,32896.56963,1421.338478,848.1087673,11722.00563
9852.023,27779.47,19549.83,19060.441,hsa-miR-24-1-3p,32923.32206,1423.555854,851.4402833,11732.77273
22615.92,6586.138,29399.82,19533.95933,hsa-miR-26a-1-5p,9174.596745,21347.24003,16863.18173,15795.00617
22617.12,6586.138,29402.32,19535.19267,hsa-miR-26a-2-5p,9174.596745,21350.56609,16866.03732,15797.06672
15488.73,11470.29,33206.18,20055.06667,hsa-miR-30d-5p,16721.75409,14779.92453,16673.76125,16058.47996
19388.31,11415.97,35503.51,22102.59667,hsa-miR-30a-5p,28538.89627,19908.16254,23009.35267,23818.80383
18047.94,8446.553,42870.98,23121.82433,hsa-miR-200b-3p,27076.43018,29.93458572,24.27247314,9043.545746
14480.77,39213.55,18491.25,24061.85667,hsa-miR-151a-3p,11210.75381,4712.479874,6648.753917,7523.995867
29464.32,9978.792,32820.79,24087.96733,hsa-miR-200a-3p,16449.77106,18.29335794,14.75385622,5494.272758
17000.66,24128.8,34012,25047.15333,hsa-let-7a-1-5p,59815.45773,4450.275077,5922.483446,23396.07208
17010.2,24160.49,33986.97,25052.55333,hsa-let-7a-3-5p,59894.22877,4473.003189,5955.798605,23441.01019
18208.79,25271.76,36451.97,26644.17333,hsa-let-7a-2-5p,63901.14807,4754.610032,6357.484239,25004.41411
28650.57,16859.16,41104.19,28871.30667,hsa-let-7f-1-5p,46595.29929,3749.584034,5584.572545,18643.15196
29065.19,17047.01,41794.89,29302.36333,hsa-let-7f-2-5p,47449.89076,3828.300907,5701.651534,18993.28107
16418.05,48941.12,29805.23,31721.46667,hsa-miR-27a-3p,30592.88829,878.6355253,604.4321743,10691.98533
41313.2,14688.67,40571.15,32191.00667,hsa-miR-10a-5p,15785.41909,44859.74842,61792.00544,40812.39098
67801.31,44582.05,59024.86,57136.07333,hsa-miR-148a-3p,24964.47457,32235.11407,68915.26241,42038.28368
326411.8,556820.7,628114.5,503782.3333,hsa-miR-100-5p,276205.4485,382.4974842,465.4603673,92351.13545
586609.3,541394.2,1600331,909444.8333,hsa-miR-21-5p,381187.9231,16952.39937,20478.82837,139539.7169
