"V1"
"" 0
"Q9UGM3" c("GO:0035375", "GO:0042589", "GO:0043152", "GO:0002221", "GO:0008329", "GO:0030855", "GO:0048306", "GO:0016032", "GO:0044267", "GO:0030670", "GO:0070062", "GO:0045087", "GO:0005515", "GO:0019898", "GO:0051607", "GO:0006898", "GO:0005044", "GO:0015031", "GO:0016020", "GO:0005576", "GO:0005615", "GO:0005737")
"P02788" c("GO:2001205", "GO:2000308", "GO:1902732", "GO:1900229", "GO:1900159", "GO:0097013", "GO:0052572", "GO:0051701", "GO:0044793", "GO:0034145", "GO:0033214", "GO:0032680", "GO:0031665", "GO:0048525", "GO:0043539", "GO:0090382", "GO:0033690", "GO:0045669", "GO:0042581", "GO:0071902", "GO:0019732", "GO:0001503", "GO:0019731", "GO:0002227", "GO:0043234", "GO:0060349", "GO:0001817", "GO:0045071", "GO:0009986", "GO:0001895", "GO:0044267", "GO:0070062", "GO:0006959", "GO:0032780", "GO:0005515", "GO:0006811", 
"Q13253" c("GO:2000313", "GO:0090193", "GO:0060825", "GO:0021533", "GO:0060302", "GO:0090190", "GO:0048712", "GO:0048706", "GO:0009953", "GO:0060173", "GO:0051216", "GO:0001837", "GO:0001649", "GO:0042474", "GO:0035019", "GO:0060044", "GO:0060272", "GO:0060394", "GO:0030336", "GO:0042733", "GO:0045668", "GO:0030514", "GO:0042060", "GO:0019955", "GO:0030509", "GO:0042803", "GO:0001501", "GO:0090090", "GO:0005515", "GO:0045596", "GO:0005576", "GO:0007399", "GO:0005615", "GO:0045944", "GO:0007411", "GO:0010629", 
"GO:0000122", "GO:0001701", "GO:0007420", "GO:0007417", "GO:0001843", "GO:0021510", "GO:0021915", "GO:0050679", "GO:0007389", "GO:0048762", "GO:0060325", "GO:0008045", "GO:0060425", "GO:0071773", "GO:0001657", "GO:2001234", "GO:0001655", "GO:0021983", "GO:0048646", "GO:0030510", "GO:0060513", "GO:0001707", "GO:0048318", "GO:0061053", "GO:0001706", "GO:0060676", "GO:0048570", "GO:0061037", "GO:0001839", "GO:0032403", "GO:0045664", "GO:0030900")
"P02768" c("GO:0015643", "GO:0019836", "GO:0043069", "GO:0015721", "GO:0051659", "GO:0008206", "GO:0005504", "GO:0031093", "GO:0002576", "GO:0008144", "GO:0051087", "GO:0043234", "GO:0007596", "GO:0043252", "GO:0009267", "GO:0001895", "GO:0044281", "GO:0070062", "GO:0072562", "GO:0019825", "GO:0042157", "GO:0005515", "GO:0016209", "GO:0005507", "GO:0005783", "GO:0005794", "GO:0030168", "GO:0030170", "GO:0006898", "GO:0043066", "GO:0098869", "GO:0006810", "GO:0055085", "GO:0005576", "GO:0003677", "GO:0005615", 
"GO:0005634", "GO:0005737", "GO:0043209", "GO:0008270", "GO:0005604", "GO:0007584", "GO:0010033", "GO:0019899", "GO:0046010", "GO:0046689", "GO:0070541")
"Q93063" c("GO:0043541", "GO:0050509", "GO:0050508", "GO:0042328", "GO:0033692", "GO:0015014", "GO:0030203", "GO:0001503", "GO:0015012", "GO:0044281", "GO:0070062", "GO:0006024", "GO:0008375", "GO:0015020", "GO:0005783", "GO:0005789", "GO:0006486", "GO:0000139", "GO:0005794", "GO:0016757", "GO:0005975", "GO:0046982", "GO:0007165", "GO:0016020", "GO:0046872", "GO:0016021", "GO:0030154", "GO:0001707")
"P12429" c("GO:0010595", "GO:0051091", "GO:0043312", "GO:0042581", "GO:0045766", "GO:0048306", "GO:0030670", "GO:0070062", "GO:0042742", "GO:0043086", "GO:0006909", "GO:0005544", "GO:0016020", "GO:0005886", "GO:0005737", "GO:0005509", "GO:0051384", "GO:0030425", "GO:0030424", "GO:0043025", "GO:0021766", "GO:0031100", "GO:0070848", "GO:0019834", "GO:0051054")
"O00410" c("GO:0005488", "GO:0042307", "GO:0034399", "GO:0034260", "GO:0006610", "GO:0005095", "GO:0000060", "GO:0000059", "GO:0071230", "GO:0008139", "GO:0006607", "GO:0016032", "GO:0044822", "GO:0005515", "GO:0005643", "GO:0005794", "GO:0008565", "GO:0008536", "GO:0006886", "GO:0016020", "GO:0043231", "GO:0031965", "GO:0005730", "GO:0005654", "GO:0005737", "GO:0005634")
"O94788" c("GO:0034097", "GO:0004028", "GO:0042573", "GO:0001758", "GO:0004029", "GO:0016918", "GO:0006776", "GO:0008285", "GO:0005829", "GO:0042572", "GO:0021915", "GO:0016491", "GO:0055114", "GO:0008152", "GO:0005737", "GO:0010628", "GO:0008284", "GO:0009952", "GO:0016331", "GO:0001568", "GO:0003007", "GO:0043010", "GO:0060324", "GO:0071300", "GO:0030900", "GO:0043065", "GO:0030324", "GO:0014032", "GO:0031016", "GO:0048738", "GO:0048384", "GO:0042904", "GO:0030182", "GO:0035115", "GO:0030326", "GO:0031076", 
"GO:0048566", "GO:0009954", "GO:0030902", "GO:0001936", "GO:0035799", "GO:0042574", "GO:0009855", "GO:0032355", "GO:0033189", "GO:0001889", "GO:0001822", "GO:0007494", "GO:0048471", "GO:0021983", "GO:0002138")
"P18065" c("GO:0043567", "GO:0031995", "GO:0031994", "GO:0042104", "GO:0044267", "GO:0070062", "GO:0005515", "GO:0005520", "GO:0001558", "GO:0005576", "GO:0005615", "GO:0032355", "GO:0007165", "GO:0051384", "GO:0009612", "GO:0007568", "GO:0042493", "GO:0043627", "GO:0007584", "GO:0010226", "GO:0007565", "GO:0031410", "GO:0032526", "GO:0048545", "GO:0032870", "GO:0016324")
"P35908" c("GO:0032980", "GO:0051546", "GO:0043616", "GO:0045111", "GO:0070062", "GO:0031424", "GO:0005515", "GO:0008544", "GO:0005198", "GO:0005794", "GO:0045095", "GO:0005882", "GO:0016020", "GO:0005200", "GO:0005615", "GO:0005737", "GO:0005634")
"P12110" c("GO:0070208", "GO:1903561", "GO:0005788", "GO:0043234", "GO:0030574", "GO:0030198", "GO:0022617", "GO:0070062", "GO:0005515", "GO:0031012", "GO:0007155", "GO:0005581", "GO:0005578", "GO:0005576", "GO:0007411", "GO:0005615", "GO:0042383", "GO:0009749")
"P05231" c("GO:2000676", "GO:2000366", "GO:0072540", "GO:0070301", "GO:0070102", "GO:0070091", "GO:0045079", "GO:0032966", "GO:0032494", "GO:0010574", "GO:0005896", "GO:0002675", "GO:0002384", "GO:0001781", "GO:0002446", "GO:0051024", "GO:0051384", "GO:0010888", "GO:0046427", "GO:0042517", "GO:0042102", "GO:0048661", "GO:0002690", "GO:0045727", "GO:0031018", "GO:0051091", "GO:0045599", "GO:0045669", "GO:0032755", "GO:0002548", "GO:0050731", "GO:0033138", "GO:0043410", "GO:0032722", "GO:0045765", "GO:0005138", 
"GO:0050830", "GO:0071222", "GO:0050871", "GO:0006959", "GO:0031175", "GO:0050829", "GO:0005515", "GO:0006953", "GO:0045893", "GO:0005125", "GO:0051607", "GO:0043065", "GO:0008284", "GO:0045944", "GO:0030168", "GO:0043066", "GO:0019221", "GO:0006954", "GO:0006955", "GO:0008083", "GO:0005576", "GO:0005615", "GO:0009897", "GO:0042593", "GO:0042981", "GO:0010628", "GO:0042127", "GO:0042832", "GO:0009611", "GO:0050679", "GO:0002262", "GO:0071347", "GO:0071356", "GO:0046716", "GO:0060445", "GO:0060664", 
"GO:0042110", "GO:0035729", "GO:0045630", "GO:0046888", "GO:0071864", "GO:0005737", "GO:0008360", "GO:0031667", "GO:0014070", "GO:0032496", "GO:0005102", "GO:0009612", "GO:0042060", "GO:0009409", "GO:0007568", "GO:0009408", "GO:0032868", "GO:0042493", "GO:0051592", "GO:0008285", "GO:0043200", "GO:0045666", "GO:0045740", "GO:0034097", "GO:0070374", "GO:0045454", "GO:0043154", "GO:0051602", "GO:0031000", "GO:1901215", "GO:0045429", "GO:0071549", "GO:0016049", "GO:0051971", "GO:0010996", "GO:0046849", 
"GO:0033160", "GO:0006469", "GO:0046677", "GO:0009617", "GO:0051897", "GO:0001878", "GO:0050710", "GO:0045721", "GO:0045188", "GO:0048635")
"Q13162" c("GO:0008379", "GO:0007252", "GO:0070062", "GO:0005515", "GO:0016209", "GO:0051920", "GO:0016491", "GO:0098869", "GO:0055114", "GO:0005634", "GO:0005737", "GO:0007283", "GO:0042803", "GO:0005739", "GO:0005829", "GO:0005783", "GO:0045454", "GO:0008584", "GO:0072593", "GO:0030198", "GO:0019471", "GO:0022417", "GO:2000255", "GO:0005615", "GO:0005790")
"O00622" c("GO:0070372", "GO:0060548", "GO:0044319", "GO:0033690", "GO:0005178", "GO:0045860", "GO:0045669", "GO:0007267", "GO:0006935", "GO:0009653", "GO:0001934", "GO:0030335", "GO:0008283", "GO:0005515", "GO:0008201", "GO:0005520", "GO:0001558", "GO:0045944", "GO:0031012", "GO:0007155", "GO:0005578", "GO:0030513", "GO:0007165", "GO:0005576", "GO:0043066", "GO:0001649", "GO:0016337", "GO:0060716", "GO:0003281", "GO:0072593", "GO:0030198", "GO:0043065", "GO:0061036", "GO:0010811", "GO:0045597", "GO:0043280", 
"GO:0060413", "GO:0003181", "GO:0010518", "GO:0050840", "GO:0060710", "GO:0060591", "GO:0002041", "GO:0003278", "GO:2000304")
"P08476" c("GO:0097154", "GO:0070699", "GO:0060279", "GO:0046880", "GO:0043509", "GO:0042701", "GO:0021773", "GO:0042476", "GO:0061029", "GO:0046882", "GO:0046881", "GO:0045578", "GO:0045077", "GO:0043512", "GO:0042541", "GO:0001942", "GO:0042326", "GO:0035987", "GO:0045650", "GO:0001541", "GO:0002244", "GO:0042493", "GO:0030218", "GO:0017046", "GO:0045648", "GO:2001241", "GO:0032270", "GO:0060021", "GO:0060395", "GO:0048468", "GO:0043408", "GO:0010862", "GO:0097191", "GO:0045786", "GO:0007267", "GO:0000082", 
"GO:0032924", "GO:0008584", "GO:0030308", "GO:0010628", "GO:0042802", "GO:0006952", "GO:0005515", "GO:0040007", "GO:0007166", "GO:0045893", "GO:0008285", "GO:0005125", "GO:0005160", "GO:0030154", "GO:0045944", "GO:0005179", "GO:0005623", "GO:0007050", "GO:0008083", "GO:0005576", "GO:0007399", "GO:0006357", "GO:0048471", "GO:0005102", "GO:0001707", "GO:0048333", "GO:0005615", "GO:0046982", "GO:0034711", "GO:0071397", "GO:0071372")
"O75369" c("GO:0030018", "GO:0005938", "GO:0070062", "GO:0042802", "GO:0044822", "GO:0005515", "GO:0007016", "GO:0005925", "GO:0015629", "GO:0005829", "GO:0019221", "GO:0007165", "GO:0003779", "GO:0005886", "GO:0016021", "GO:0005737", "GO:0030036", "GO:0003382", "GO:0003334", "GO:0001725", "GO:0005903", "GO:0007519")
"Q16394" c("GO:0050509", "GO:0050508", "GO:0042328", "GO:0033692", "GO:0015014", "GO:0030203", "GO:0001503", "GO:0015012", "GO:0042803", "GO:0001501", "GO:0044281", "GO:0006024", "GO:0030176", "GO:0008375", "GO:0015020", "GO:0005783", "GO:0005789", "GO:0006486", "GO:0000139", "GO:0005794", "GO:0016757", "GO:0005975", "GO:0046982", "GO:0007165", "GO:0046872", "GO:0016021", "GO:0007411", "GO:0007420", "GO:0007492", "GO:0021772", "GO:0007369", "GO:0007498", "GO:0072498")
"P35580" c("GO:0097513", "GO:0042641", "GO:0016460", "GO:0030898", "GO:0000146", "GO:0001725", "GO:0032154", "GO:0043531", "GO:0030048", "GO:0005938", "GO:0070062", "GO:0030027", "GO:0005515", "GO:0031032", "GO:0000281", "GO:0005516", "GO:0051015", "GO:0015629", "GO:0030496", "GO:0005829", "GO:0007155", "GO:0048013", "GO:0007264", "GO:0003779", "GO:0016459", "GO:0003774", "GO:0005739", "GO:0008152", "GO:0007411", "GO:0005737", "GO:0005634", "GO:0005524", "GO:0005886", "GO:0006887", "GO:0030036", "GO:0030426", 
"GO:0031175", "GO:0001701", "GO:0007409", "GO:0030424", "GO:0043025", "GO:0007420", "GO:0043197", "GO:0050885", "GO:0043005", "GO:0007097", "GO:0007507", "GO:0008360", "GO:0005819", "GO:0007512", "GO:0060041", "GO:0003279", "GO:0035904", "GO:0060976", "GO:0055003", "GO:0005903", "GO:0008283", "GO:0030239", "GO:0031594", "GO:0001764", "GO:0001778", "GO:0021670", "GO:0006930", "GO:0055015", "GO:0021680", "GO:0021592", "GO:0021678")
"Q15758" c("GO:0015186", "GO:0006868", "GO:0015804", "GO:0015175", "GO:0006865", "GO:0001618", "GO:0046718", "GO:0042470", "GO:0070062", "GO:0005515", "GO:0006811", "GO:0005887", "GO:0004872", "GO:0005794", "GO:0017153", "GO:0006835", "GO:0016020", "GO:0055085", "GO:0005886")
"Q16787" c("GO:0035987", "GO:0031581", "GO:0034329", "GO:0030198", "GO:0005604", "GO:0022617", "GO:0070062", "GO:0005515", "GO:0045995", "GO:0030155", "GO:0008544", "GO:0005198", "GO:0005102", "GO:0030334", "GO:0007155", "GO:0005576", "GO:0005610")
"P35579" c("GO:1903919", "GO:0097513", "GO:0043534", "GO:0042641", "GO:0016460", "GO:0005826", "GO:0030220", "GO:1903923", "GO:0030898", "GO:0000146", "GO:0001931", "GO:0001725", "GO:0030224", "GO:0032154", "GO:0001772", "GO:0070527", "GO:0043495", "GO:0050900", "GO:0043531", "GO:0006509", "GO:0043234", "GO:0030048", "GO:0001726", "GO:0042803", "GO:0070062", "GO:0031252", "GO:0006911", "GO:0044822", "GO:0005515", "GO:0000910", "GO:0031032", "GO:0008180", "GO:0019904", "GO:0005925", "GO:0031532", "GO:0005516", 
"GO:0008305", "GO:0007229", "GO:0051015", "GO:0015629", "GO:0005829", "GO:0008360", "GO:0048013", "GO:0015031", "GO:0007264", "GO:0016020", "GO:0003779", "GO:0016459", "GO:0003774", "GO:0016887", "GO:0005886", "GO:0007411", "GO:0001525", "GO:0005737", "GO:0005634", "GO:0005524", "GO:0016337", "GO:0007155", "GO:0001701", "GO:0005938", "GO:0007520", "GO:0005913", "GO:0005819", "GO:0030863", "GO:0005903", "GO:0031594", "GO:0000904", "GO:0001768", "GO:0032796", "GO:0000212", "GO:0051295")
"P78417" c("GO:0050610", "GO:0045174", "GO:0014810", "GO:0060316", "GO:0042178", "GO:0019852", "GO:0010881", "GO:0010880", "GO:1901687", "GO:0071243", "GO:0060315", "GO:0044281", "GO:0070062", "GO:0006749", "GO:0005515", "GO:0006805", "GO:0004364", "GO:0005829", "GO:0032259", "GO:0016491", "GO:0098869", "GO:0005737", "GO:0055114", "GO:0005604", "GO:0030424", "GO:0044297", "GO:0031965", "GO:0043209", "GO:0019853")
"P13796" c("GO:0033157", "GO:0032432", "GO:0051020", "GO:0002286", "GO:0071803", "GO:0010737", "GO:0032587", "GO:0001725", "GO:0001726", "GO:0022617", "GO:0002102", "GO:0070062", "GO:0030175", "GO:0005515", "GO:0005884", "GO:0051017", "GO:0005925", "GO:0016477", "GO:0051015", "GO:0015629", "GO:0005829", "GO:0003779", "GO:0005886", "GO:0005615", "GO:0005737", "GO:0005509", "GO:0042802", "GO:0001891", "GO:0031100")
"Q08380" c("GO:0006968", "GO:0070062", "GO:0072562", "GO:0005515", "GO:0006898", "GO:0005044", "GO:0031012", "GO:0007155", "GO:0005578", "GO:0007165", "GO:0016020", "GO:0005615")
"P01024" c("GO:2000427", "GO:0045745", "GO:0031715", "GO:0010866", "GO:0010828", "GO:0010575", "GO:0030449", "GO:0006957", "GO:0010884", "GO:0001934", "GO:0070062", "GO:0072562", "GO:0050776", "GO:0045087", "GO:0006958", "GO:0004866", "GO:0005515", "GO:0006956", "GO:0006631", "GO:0005102", "GO:0010951", "GO:0006954", "GO:0007165", "GO:0006955", "GO:0005886", "GO:0005576", "GO:0007186", "GO:0005615", "GO:0050766", "GO:0045766", "GO:0001798", "GO:0001970", "GO:0032355", "GO:0008289", "GO:0051384", "GO:0032570", 
"GO:0043627", "GO:0070374", "GO:0032026", "GO:0048037", "GO:0007596", "GO:0048639", "GO:0002507")
"Q9Y337" c("GO:0097209", "GO:0002803", "GO:0045745", "GO:0005515", "GO:0008236", "GO:0008544", "GO:0008233", "GO:0004252", "GO:0006508", "GO:0005615")
"P21980" c("GO:0043277", "GO:0051561", "GO:0032471", "GO:0045785", "GO:0031226", "GO:0070062", "GO:0005515", "GO:0005925", "GO:0005783", "GO:0018149", "GO:0003810", "GO:0043065", "GO:0005829", "GO:0005739", "GO:0046872", "GO:0060445", "GO:0060662", "GO:0005737", "GO:0007200")
"P58107" character(0)
"P61088" c("GO:0035370", "GO:0033182", "GO:0031372", "GO:0031058", "GO:0016574", "GO:0000729", "GO:0070911", "GO:0006282", "GO:0051443", "GO:0070423", "GO:0035872", "GO:0034146", "GO:0070534", "GO:0038124", "GO:0038123", "GO:0034142", "GO:0034134", "GO:0045739", "GO:0034162", "GO:0002224", "GO:0043130", "GO:0034166", "GO:0006303", "GO:0043234", "GO:0002223", "GO:0070062", "GO:0045087", "GO:0061630", "GO:0006301", "GO:0044822", "GO:0038095", "GO:0005515", "GO:0002755", "GO:0000151", "GO:0043123", "GO:0000724", 
"GO:0006281", "GO:0051092", "GO:0005829", "GO:0006289", "GO:0006464", "GO:0031625", "GO:0019221", "GO:0016567", "GO:0004842", "GO:0050852", "GO:0006508", "GO:0005730", "GO:0006302", "GO:0005654", "GO:0005737", "GO:0005634", "GO:0005524", "GO:0006511", "GO:0061631")
"Q15149" c("GO:0030056", "GO:0016528", "GO:0031581", "GO:0034329", "GO:0030506", "GO:0043034", "GO:0006921", "GO:0045111", "GO:0030198", "GO:0042383", "GO:0012501", "GO:0070062", "GO:0044822", "GO:0005515", "GO:0005925", "GO:0005829", "GO:0006915", "GO:0008307", "GO:0005856", "GO:0003779", "GO:0005886", "GO:0005737", "GO:0043292", "GO:0005903")
"P62318" c("GO:0071209", "GO:0071208", "GO:0097526", "GO:0005687", "GO:0005683", "GO:0030620", "GO:0008334", "GO:0071010", "GO:0006369", "GO:0005686", "GO:0071011", "GO:0005689", "GO:0034719", "GO:0070034", "GO:0005697", "GO:0034660", "GO:0005682", "GO:0030532", "GO:0034715", "GO:0034709", "GO:0031124", "GO:0000245", "GO:0019899", "GO:0005681", "GO:0071013", "GO:0010467", "GO:0070062", "GO:0044822", "GO:0005515", "GO:0005685", "GO:0000387", "GO:0000243", "GO:0008380", "GO:0000398", "GO:0006479", "GO:0006366", 
"GO:0005829", "GO:0003723", "GO:0005654", "GO:0005737", "GO:0005634")
"P47895" c("GO:0042574", "GO:0004030", "GO:0042573", "GO:0048048", "GO:0004029", "GO:0042803", "GO:0070062", "GO:0005829", "GO:0042572", "GO:0016491", "GO:0055114", "GO:0008152", "GO:0005737", "GO:0060013", "GO:0042472", "GO:0050885", "GO:0070403", "GO:0007626", "GO:0060324", "GO:0043065", "GO:0031076", "GO:0070324", "GO:0002072", "GO:0060166", "GO:0002138", "GO:0021768")
"P08758" c("GO:0002230", "GO:0098779", "GO:0098792", "GO:0007596", "GO:0004859", "GO:0070062", "GO:0005515", "GO:0005925", "GO:0043086", "GO:0005543", "GO:0043066", "GO:0007165", "GO:0005544", "GO:0005622", "GO:0016020", "GO:0005737", "GO:0005509", "GO:0009897", "GO:0010033", "GO:0072563", "GO:0005634", "GO:0005829", "GO:0005615", "GO:0005886", "GO:0051260", "GO:0030425", "GO:0070588", "GO:0005783", "GO:0051592", "GO:0097066", "GO:0043065", "GO:0008021", "GO:0042995", "GO:0043025", "GO:0043679", "GO:0030018", 
"GO:0005388", "GO:0042383", "GO:0030971", "GO:0043204", "GO:0017046", "GO:0030195", "GO:0014704", "GO:0071284", "GO:0097211", "GO:1901317", "GO:1902721")
"P49327" c("GO:0031177", "GO:0047451", "GO:0047117", "GO:0016296", "GO:0016295", "GO:0004320", "GO:0004319", "GO:0004317", "GO:0004316", "GO:0004315", "GO:0004314", "GO:0004313", "GO:0004312", "GO:0015939", "GO:0001649", "GO:0031325", "GO:0006767", "GO:0006766", "GO:0006112", "GO:0042470", "GO:0044281", "GO:0044255", "GO:0035338", "GO:0070062", "GO:0044822", "GO:0005515", "GO:0019432", "GO:0016788", "GO:0006631", "GO:0005829", "GO:0005794", "GO:0003824", "GO:0016491", "GO:0055114", "GO:0009058", "GO:0016020", 
"GO:0005886", "GO:0008152", "GO:0005737", "GO:0005739", "GO:0006633", "GO:0071353", "GO:0030879", "GO:0042587", "GO:0042803", "GO:0008144", "GO:0042802", "GO:0006084", "GO:0070402")
"P40926" c("GO:0006475", "GO:0030060", "GO:0016615", "GO:0006108", "GO:0006006", "GO:0044281", "GO:0070062", "GO:0044822", "GO:0005759", "GO:0006094", "GO:0016616", "GO:0006099", "GO:0019752", "GO:0003824", "GO:0044237", "GO:0005975", "GO:0016491", "GO:0055114", "GO:0005886", "GO:0005739", "GO:0005654", "GO:0005634", "GO:0016020", "GO:0005743", "GO:0043209", "GO:0005515", "GO:0006107", "GO:0006734", "GO:0043621", "GO:0046554")
"Q9UBR2" c("GO:0030134", "GO:0002003", "GO:0033116", "GO:0043687", "GO:0005788", "GO:0061024", "GO:0044267", "GO:0070062", "GO:0048208", "GO:0018279", "GO:0005515", "GO:0006888", "GO:0005783", "GO:0008234", "GO:0000139", "GO:0051603", "GO:0004197", "GO:0043231", "GO:0006508", "GO:0005886", "GO:0005764", "GO:0005615", "GO:0060441")
"O75487" c("GO:0043202", "GO:0030204", "GO:0007603", "GO:0006027", "GO:0001523", "GO:0005796", "GO:0030203", "GO:0009653", "GO:0044281", "GO:0070062", "GO:0009897", "GO:0008283", "GO:0006024", "GO:0005887", "GO:0043395", "GO:0031225", "GO:0005578", "GO:0005975", "GO:0016020", "GO:0005886", "GO:0005615", "GO:0005634")
"Q99873" c("GO:0016571", "GO:0045653", "GO:0048273", "GO:1900745", "GO:0035242", "GO:0019919", "GO:0045648", "GO:0046985", "GO:0042054", "GO:0044020", "GO:0018216", "GO:0016274", "GO:0043985", "GO:0034709", "GO:0008170", "GO:0035246", "GO:0008276", "GO:0019899", "GO:0008327", "GO:0042802", "GO:0031175", "GO:0006325", "GO:0044822", "GO:0005515", "GO:0007166", "GO:0006479", "GO:0008168", "GO:0005829", "GO:0006355", "GO:0005654", "GO:0005737", "GO:0005634")
"P01033" c("GO:1901164", "GO:0051045", "GO:0048553", "GO:0009725", "GO:0034097", "GO:2001044", "GO:0031093", "GO:0002576", "GO:0002020", "GO:0008191", "GO:0007596", "GO:0030198", "GO:0022617", "GO:0070062", "GO:0005515", "GO:0005125", "GO:0008284", "GO:0030168", "GO:0010951", "GO:0005578", "GO:0008083", "GO:0005576", "GO:0046872", "GO:0005615", "GO:0005604", "GO:0001775", "GO:0043066", "GO:0031012", "GO:0042060", "GO:0007568", "GO:0010033", "GO:0043434", "GO:0051216")
